"Step","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MAX","20260203_144832_traj_reward_fresh_configA - critic/score/mean","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MIN","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MAX","20260203_141744_traj_reward_fresh - critic/score/mean","20260203_141744_traj_reward_fresh - critic/score/mean__MIN","20260203_141744_traj_reward_fresh - critic/score/mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MAX","20260201_191332_traj_reward_fresh - critic/score/mean","20260201_191332_traj_reward_fresh - critic/score/mean__MIN","20260201_191332_traj_reward_fresh - critic/score/mean__MAX","20260131_160147_step_reward_fresh_configA - critic/score/mean","20260131_160147_step_reward_fresh_configA - critic/score/mean__MIN","20260131_160147_step_reward_fresh_configA - critic/score/mean__MAX","20260131_160100_step_reward_fresh - critic/score/mean","20260131_160100_step_reward_fresh - critic/score/mean__MIN","20260131_160100_step_reward_fresh - critic/score/mean__MAX","20260131_155522_traj_reward_fresh - critic/score/mean","20260131_155522_traj_reward_fresh - critic/score/mean__MIN","20260131_155522_traj_reward_fresh - critic/score/mean__MAX","20260131_155911_traj_reward_fresh_configA - critic/score/mean","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MIN","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MAX"
"228","0.1953125","0.1953125","0.1953125","0.3515625","0.3515625","0.3515625","0.3046875","0.3046875","0.3046875","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.1825396865606308","0.1825396865606308","0.1825396865606308","0","0","0","0.1640625","0.1640625","0.1640625"
"229","0.21875","0.21875","0.21875","0.2890625","0.2890625","0.2890625","0.265625","0.265625","0.265625","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.1796875","0.1796875","0.1796875"
"230","0.28125","0.28125","0.28125","0.296875","0.296875","0.296875","0.2265625","0.2265625","0.2265625","0","0","0","0.28125","0.28125","0.28125","0.0234375","0.0234375","0.0234375","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0","0","0","0.140625","0.140625","0.140625"
"231","0.2109375","0.2109375","0.2109375","0.2890625","0.2890625","0.2890625","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.08661417663097382","0.08661417663097382","0.08661417663097382","0.0078125","0.0078125","0.0078125","0.1171875","0.1171875","0.1171875"
"232","0.1953125","0.1953125","0.1953125","0.1640625","0.1640625","0.1640625","0.25","0.25","0.25","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.1875","0.1875","0.1875","0","0","0","0.203125","0.203125","0.203125"
"233","0.21875","0.21875","0.21875","0.3046875","0.3046875","0.3046875","0.28125","0.28125","0.28125","0","0","0","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.0078125","0.0078125","0.0078125","0.1015625","0.1015625","0.1015625"
"234","0.2578125","0.2578125","0.2578125","0.25","0.25","0.25","0.2734375","0.2734375","0.2734375","0","0","0","0.328125","0.328125","0.328125","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.234375","0.234375","0.234375"
"235","0.265625","0.265625","0.265625","0.2421875","0.2421875","0.2421875","0.2109375","0.2109375","0.2109375","0","0","0","0.140625","0.140625","0.140625","0","0","0","0","0","0","0.095238097012043","0.095238097012043","0.095238097012043","0","0","0","0.1640625","0.1640625","0.1640625"
"236","0.3203125","0.3203125","0.3203125","0.2265625","0.2265625","0.2265625","0.265625","0.265625","0.265625","0.015625","0.015625","0.015625","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.15199999511241913","0.15199999511241913","0.15199999511241913","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875"
"237","0.25","0.25","0.25","0.28125","0.28125","0.28125","0.265625","0.265625","0.265625","0","0","0","0.2265625","0.2265625","0.2265625","0.0234375","0.0234375","0.0234375","0","0","0","0.14399999380111694","0.14399999380111694","0.14399999380111694","0","0","0","0.2265625","0.2265625","0.2265625"
"238","0.1640625","0.1640625","0.1640625","0.2734375","0.2734375","0.2734375","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625","0.03125","0.03125","0.03125","0","0","0","0.19685038924217224","0.19685038924217224","0.19685038924217224","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125"
"239","0.25","0.25","0.25","0.1328125","0.1328125","0.1328125","0.2578125","0.2578125","0.2578125","0","0","0","0.265625","0.265625","0.265625","0.015625","0.015625","0.015625","0","0","0","0.230158731341362","0.230158731341362","0.230158731341362","0","0","0","0.1796875","0.1796875","0.1796875"
"240","0.28125","0.28125","0.28125","0.2578125","0.2578125","0.2578125","0.234375","0.234375","0.234375","0","0","0","0.3515625","0.3515625","0.3515625","0","0","0","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0","0","0","0.2578125","0.2578125","0.2578125"
"241","0.265625","0.265625","0.265625","0.296875","0.296875","0.296875","0.265625","0.265625","0.265625","0","0","0","0.328125","0.328125","0.328125","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0.0078125","0.0078125","0.0078125","0.109375","0.109375","0.109375"
"242","0.2734375","0.2734375","0.2734375","0.3046875","0.3046875","0.3046875","0.1875","0.1875","0.1875","0","0","0","0.296875","0.296875","0.296875","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.140625","0.140625","0.140625"
"243","0.2109375","0.2109375","0.2109375","0.2265625","0.2265625","0.2265625","0.3203125","0.3203125","0.3203125","0","0","0","0.2890625","0.2890625","0.2890625","0","0","0","0","0","0","0.0873015895485878","0.0873015895485878","0.0873015895485878","0.015625","0.015625","0.015625","0.21875","0.21875","0.21875"
"244","0.359375","0.359375","0.359375","0.2109375","0.2109375","0.2109375","0.3125","0.3125","0.3125","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0","0","0","0.13821138441562653","0.13821138441562653","0.13821138441562653","0","0","0","0.1796875","0.1796875","0.1796875"
"245","0.2578125","0.2578125","0.2578125","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.10400000214576721","0.10400000214576721","0.10400000214576721","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"246","0.25","0.25","0.25","0.2734375","0.2734375","0.2734375","0.28125","0.28125","0.28125","0","0","0","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.18110236525535583","0.18110236525535583","0.18110236525535583","0","0","0","0.2421875","0.2421875","0.2421875"
"247","0.28125","0.28125","0.28125","0.3203125","0.3203125","0.3203125","0.1953125","0.1953125","0.1953125","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0","0","0","0.18110236525535583","0.18110236525535583","0.18110236525535583","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125"
"248","0.2890625","0.2890625","0.2890625","0.25","0.25","0.25","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.265625","0.265625","0.265625"
"249","0.3046875","0.3046875","0.3046875","0.28125","0.28125","0.28125","0.2421875","0.2421875","0.2421875","0","0","0","0.34375","0.34375","0.34375","0","0","0","0","0","0","0.07086614519357681","0.07086614519357681","0.07086614519357681","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625"
"250","0.1640625","0.1640625","0.1640625","0.21875","0.21875","0.21875","0.2578125","0.2578125","0.2578125","0","0","0","0.3046875","0.3046875","0.3046875","0","0","0","0","0","0","0.1171875","0.1171875","0.1171875","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875"
"251","0.25","0.25","0.25","0.2109375","0.2109375","0.2109375","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0","0","0","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.0078125","0.0078125","0.0078125","0.3203125","0.3203125","0.3203125"
"252","0.21875","0.21875","0.21875","0.296875","0.296875","0.296875","0.140625","0.140625","0.140625","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.1015625","0.1015625","0.1015625","0","0","0","0.2109375","0.2109375","0.2109375"
"253","0.0859375","0.0859375","0.0859375","0.375","0.375","0.375","0.265625","0.265625","0.265625","0","0","0","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.125","0.125","0.125","0","0","0","0.2578125","0.2578125","0.2578125"
"254","0.125","0.125","0.125","0.25","0.25","0.25","0.2265625","0.2265625","0.2265625","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.07999999821186066","0.07999999821186066","0.07999999821186066","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"255","0.1328125","0.1328125","0.1328125","0.2734375","0.2734375","0.2734375","0.3046875","0.3046875","0.3046875","0","0","0","0.34375","0.34375","0.34375","0","0","0","0","0","0","0.1587301641702652","0.1587301641702652","0.1587301641702652","0","0","0","0.203125","0.203125","0.203125"
"256","0.2265625","0.2265625","0.2265625","0.203125","0.203125","0.203125","0.2734375","0.2734375","0.2734375","0","0","0","0.28125","0.28125","0.28125","0","0","0","0","0","0","0.0793650820851326","0.0793650820851326","0.0793650820851326","0","0","0","0.2109375","0.2109375","0.2109375"
"257","0.234375","0.234375","0.234375","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0","0","0","0.296875","0.296875","0.296875","0.0078125","0.0078125","0.0078125","0","0","0","0.11811023950576782","0.11811023950576782","0.11811023950576782","0","0","0","0.1875","0.1875","0.1875"
"258","0.234375","0.234375","0.234375","0.40625","0.40625","0.40625","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.2734375","0.2734375","0.2734375"
"259","0.171875","0.171875","0.171875","0.3046875","0.3046875","0.3046875","0.2109375","0.2109375","0.2109375","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125"
"260","0.3515625","0.3515625","0.3515625","0.1953125","0.1953125","0.1953125","0.2109375","0.2109375","0.2109375","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.1875","0.1875","0.1875"
"261","0.2734375","0.2734375","0.2734375","0.234375","0.234375","0.234375","0.328125","0.328125","0.328125","0","0","0","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.16535432636737823","0.16535432636737823","0.16535432636737823","0","0","0","0.2734375","0.2734375","0.2734375"
"262","0.25","0.25","0.25","0.234375","0.234375","0.234375","0.296875","0.296875","0.296875","0","0","0","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0","0","0","0.09600000083446503","0.09600000083446503","0.09600000083446503","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"263","0.328125","0.328125","0.328125","0.328125","0.328125","0.328125","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0","0","0","0.1796875","0.1796875","0.1796875"
"264","0.15625","0.15625","0.15625","0.265625","0.265625","0.265625","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0.1640625","0.1640625","0.1640625","0.015625","0.015625","0.015625","0","0","0","0.12096773833036423","0.12096773833036423","0.12096773833036423","0","0","0","0.2421875","0.2421875","0.2421875"
"265","0.140625","0.140625","0.140625","0.28125","0.28125","0.28125","0.25","0.25","0.25","0","0","0","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0","0","0","0.18400000035762787","0.18400000035762787","0.18400000035762787","0.0078125","0.0078125","0.0078125","0.140625","0.140625","0.140625"
"266","0.1171875","0.1171875","0.1171875","0.3125","0.3125","0.3125","0.1875","0.1875","0.1875","0","0","0","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.18897637724876404","0.18897637724876404","0.18897637724876404","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875"
"267","0.1484375","0.1484375","0.1484375","0.265625","0.265625","0.265625","0.3828125","0.3828125","0.3828125","0","0","0","0.3671875","0.3671875","0.3671875","0","0","0","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.2265625","0.2265625","0.2265625"
"268","0.1328125","0.1328125","0.1328125","0.3046875","0.3046875","0.3046875","0.375","0.375","0.375","0","0","0","0.1875","0.1875","0.1875","0.015625","0.015625","0.015625","0","0","0","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"269","0.15625","0.15625","0.15625","0.234375","0.234375","0.234375","0.2265625","0.2265625","0.2265625","0","0","0","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0","0","0","0.17886178195476532","0.17886178195476532","0.17886178195476532","0.03125","0.03125","0.03125","0.265625","0.265625","0.265625"
"270","0.1953125","0.1953125","0.1953125","0.21875","0.21875","0.21875","0.1640625","0.1640625","0.1640625","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.015625","0.015625","0.015625","0.1484375","0.1484375","0.1484375"
"271","0.203125","0.203125","0.203125","0.3359375","0.3359375","0.3359375","0.2109375","0.2109375","0.2109375","0","0","0","0.34375","0.34375","0.34375","0.015625","0.015625","0.015625","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0.21875","0.21875","0.21875"
"272","0.078125","0.078125","0.078125","0.3203125","0.3203125","0.3203125","0.3203125","0.3203125","0.3203125","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0","0","0","0.13600000739097595","0.13600000739097595","0.13600000739097595","0","0","0","0.203125","0.203125","0.203125"
"273","0.1796875","0.1796875","0.1796875","0.1875","0.1875","0.1875","0.2265625","0.2265625","0.2265625","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.265625","0.265625","0.265625"
"274","0.21875","0.21875","0.21875","0.3046875","0.3046875","0.3046875","0.3671875","0.3671875","0.3671875","0","0","0","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.1953125","0.1953125","0.1953125"
"275","0.171875","0.171875","0.171875","0.140625","0.140625","0.140625","0.40625","0.40625","0.40625","0","0","0","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.2578125","0.2578125","0.2578125"
"276","0.0703125","0.0703125","0.0703125","0.265625","0.265625","0.265625","0.3046875","0.3046875","0.3046875","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0","0","0","0.1796875","0.1796875","0.1796875"
"277","0.1171875","0.1171875","0.1171875","0.1875","0.1875","0.1875","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625","0.0078125","0.0078125","0.0078125","0","0","0","0.1328125","0.1328125","0.1328125","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125"
"278","0.109375","0.109375","0.109375","0.296875","0.296875","0.296875","0.25","0.25","0.25","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.3125","0.3125","0.3125"
"279","0.203125","0.203125","0.203125","0.2109375","0.2109375","0.2109375","0.2578125","0.2578125","0.2578125","0.015625","0.015625","0.015625","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.1640625","0.1640625","0.1640625","0.015625","0.015625","0.015625","0.15625","0.15625","0.15625"
"280","0.1796875","0.1796875","0.1796875","0.25","0.25","0.25","0.3359375","0.3359375","0.3359375","0","0","0","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0","0","0","0.15625","0.15625","0.15625","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"281","0.1328125","0.1328125","0.1328125","0.21875","0.21875","0.21875","0.3203125","0.3203125","0.3203125","0","0","0","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0","0","0","0.1796875","0.1796875","0.1796875","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125"
"282","0.2109375","0.2109375","0.2109375","0.265625","0.265625","0.265625","0.1640625","0.1640625","0.1640625","0","0","0","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.1796875","0.1796875","0.1796875"
"283","0.1796875","0.1796875","0.1796875","0.234375","0.234375","0.234375","0.25","0.25","0.25","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.10483870655298233","0.10483870655298233","0.10483870655298233","0","0","0","0.265625","0.265625","0.265625"
"284","0.1328125","0.1328125","0.1328125","0.2578125","0.2578125","0.2578125","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0.03125","0.03125","0.03125","0.3125","0.3125","0.3125"
"285","0.21875","0.21875","0.21875","0.328125","0.328125","0.328125","0.3125","0.3125","0.3125","0","0","0","0.328125","0.328125","0.328125","0","0","0","0","0","0","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.0234375","0.0234375","0.0234375","0.2109375","0.2109375","0.2109375"
"286","0.1015625","0.1015625","0.1015625","0.15625","0.15625","0.15625","0.2265625","0.2265625","0.2265625","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.109375","0.109375","0.109375","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875"
"287","0.1328125","0.1328125","0.1328125","0.2421875","0.2421875","0.2421875","0.2265625","0.2265625","0.2265625","0","0","0","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.07874015718698502","0.07874015718698502","0.07874015718698502","0","0","0","0.21875","0.21875","0.21875"
"288","0.203125","0.203125","0.203125","0.1875","0.1875","0.1875","0.1953125","0.1953125","0.1953125","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.1015625","0.1015625","0.1015625","0.0078125","0.0078125","0.0078125","0.3125","0.3125","0.3125"
"289","0.171875","0.171875","0.171875","0.2421875","0.2421875","0.2421875","0.203125","0.203125","0.203125","0","0","0","0.375","0.375","0.375","0","0","0","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.1171875","0.1171875","0.1171875"
"290","0.1953125","0.1953125","0.1953125","0.3828125","0.3828125","0.3828125","0.3203125","0.3203125","0.3203125","0","0","0","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.1015625","0.1015625","0.1015625","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"291","0.15625","0.15625","0.15625","0.28125","0.28125","0.28125","0.2734375","0.2734375","0.2734375","0","0","0","0.328125","0.328125","0.328125","0","0","0","0","0","0","0.109375","0.109375","0.109375","0.0078125","0.0078125","0.0078125","0.390625","0.390625","0.390625"
"292","0.1171875","0.1171875","0.1171875","0.25","0.25","0.25","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125","0.0078125","0.0078125","0.0078125","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.234375","0.234375","0.234375"
"293","0.15625","0.15625","0.15625","0.296875","0.296875","0.296875","0.2890625","0.2890625","0.2890625","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.078125","0.078125","0.078125","0","0","0","0.1875","0.1875","0.1875"
"294","0.1328125","0.1328125","0.1328125","0.2109375","0.2109375","0.2109375","0.25","0.25","0.25","0.015625","0.015625","0.015625","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0","0","0","0.17322835326194763","0.17322835326194763","0.17322835326194763","0","0","0","0.2109375","0.2109375","0.2109375"
"295","0.109375","0.109375","0.109375","0.2734375","0.2734375","0.2734375","0.3203125","0.3203125","0.3203125","0","0","0","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.078125","0.078125","0.078125","0","0","0","0.234375","0.234375","0.234375"
"296","0.171875","0.171875","0.171875","0.2734375","0.2734375","0.2734375","0.3671875","0.3671875","0.3671875","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875"
"297","0.2890625","0.2890625","0.2890625","0.2109375","0.2109375","0.2109375","0.21875","0.21875","0.21875","0","0","0","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0","0","0","0.06299212574958801","0.06299212574958801","0.06299212574958801","0.015625","0.015625","0.015625","0.28125","0.28125","0.28125"
"298","0.1640625","0.1640625","0.1640625","0.265625","0.265625","0.265625","0.3046875","0.3046875","0.3046875","0","0","0","0.171875","0.171875","0.171875","0.0234375","0.0234375","0.0234375","0","0","0","0.0634920671582222","0.0634920671582222","0.0634920671582222","0","0","0","0.1796875","0.1796875","0.1796875"
"299","0.15625","0.15625","0.15625","0.21875","0.21875","0.21875","0.265625","0.265625","0.265625","0","0","0","0.3671875","0.3671875","0.3671875","0.0078125","0.0078125","0.0078125","0","0","0","0.09375","0.09375","0.09375","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625"
"300","0.109375","0.109375","0.109375","0.234375","0.234375","0.234375","0.2578125","0.2578125","0.2578125","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0","0","0","0.2890625","0.2890625","0.2890625"
"301","0.125","0.125","0.125","0.1953125","0.1953125","0.1953125","0.28125","0.28125","0.28125","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0.296875","0.296875","0.296875"
"302","0.1484375","0.1484375","0.1484375","0.3203125","0.3203125","0.3203125","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.2890625","0.2890625","0.2890625"
"303","0.1875","0.1875","0.1875","0.2890625","0.2890625","0.2890625","0.28125","0.28125","0.28125","0","0","0","0.296875","0.296875","0.296875","0","0","0","0","0","0","0.09448818862438202","0.09448818862438202","0.09448818862438202","0.015625","0.015625","0.015625","0.28125","0.28125","0.28125"
"304","0.1875","0.1875","0.1875","0.2421875","0.2421875","0.2421875","0.2421875","0.2421875","0.2421875","0","0","0","0.3125","0.3125","0.3125","0","0","0","0","0","0","0.15625","0.15625","0.15625","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125"
"305","0.1875","0.1875","0.1875","0.2421875","0.2421875","0.2421875","0.3125","0.3125","0.3125","0","0","0","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0","0","0","0.28125","0.28125","0.28125"
"306","0.203125","0.203125","0.203125","0.1484375","0.1484375","0.1484375","0.3984375","0.3984375","0.3984375","0.015625","0.015625","0.015625","0.28125","0.28125","0.28125","0","0","0","0","0","0","0.15079365670681","0.15079365670681","0.15079365670681","0.0078125","0.0078125","0.0078125","0.3125","0.3125","0.3125"
"307","0.1640625","0.1640625","0.1640625","0.203125","0.203125","0.203125","0.25","0.25","0.25","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.25","0.25","0.25"
"308","0.15625","0.15625","0.15625","0.203125","0.203125","0.203125","0.2109375","0.2109375","0.2109375","0.015625","0.015625","0.015625","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.095238097012043","0.095238097012043","0.095238097012043","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"309","0.1640625","0.1640625","0.1640625","0.2734375","0.2734375","0.2734375","0.25","0.25","0.25","0","0","0","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0","0","0","0.2578125","0.2578125","0.2578125"
"310","0.09375","0.09375","0.09375","0.265625","0.265625","0.265625","0.2890625","0.2890625","0.2890625","0","0","0","0.3125","0.3125","0.3125","0.015625","0.015625","0.015625","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0","0","0","0.1796875","0.1796875","0.1796875"
"311","0.1875","0.1875","0.1875","0.2421875","0.2421875","0.2421875","0.3046875","0.3046875","0.3046875","0","0","0","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0","0","0","0.1120000034570694","0.1120000034570694","0.1120000034570694","0","0","0","0.2578125","0.2578125","0.2578125"
"312","0.109375","0.109375","0.109375","0.2421875","0.2421875","0.2421875","0.390625","0.390625","0.390625","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.15625","0.15625","0.15625","0.0078125","0.0078125","0.0078125","0.296875","0.296875","0.296875"
"313","0.21875","0.21875","0.21875","0.234375","0.234375","0.234375","0.28125","0.28125","0.28125","0.015625","0.015625","0.015625","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0.3359375","0.3359375","0.3359375"
"314","0.1875","0.1875","0.1875","0.2265625","0.2265625","0.2265625","0.234375","0.234375","0.234375","0","0","0","0.1953125","0.1953125","0.1953125","0.015625","0.015625","0.015625","0","0","0","0.1147540956735611","0.1147540956735611","0.1147540956735611","0","0","0","0.2421875","0.2421875","0.2421875"
"315","0.109375","0.109375","0.109375","0.25","0.25","0.25","0.296875","0.296875","0.296875","0","0","0","0.171875","0.171875","0.171875","0","0","0","0","0","0","0.125","0.125","0.125","0","0","0","0.203125","0.203125","0.203125"
"316","0.234375","0.234375","0.234375","0.2109375","0.2109375","0.2109375","0.25","0.25","0.25","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0","0","0","0.07999999821186066","0.07999999821186066","0.07999999821186066","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"317","0.28125","0.28125","0.28125","0.2890625","0.2890625","0.2890625","0.2734375","0.2734375","0.2734375","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.25","0.25","0.25"
